Entity,Code,Year,"Energy imports, net (% of energy use)"
Slovenia,SVN,2005,50.862335
Slovenia,SVN,2006,51.145206
Slovenia,SVN,2007,51.244766
Slovenia,SVN,2008,54.162804
Slovenia,SVN,2009,48.290443
Slovenia,SVN,2010,48.693073
Slovenia,SVN,2011,47.75479
Slovenia,SVN,2012,51.486076
Slovenia,SVN,2013,47.298054
Slovenia,SVN,2014,44.827168
Slovenia,SVN,2015,49.13569
Slovenia,SVN,2016,49.248142
Slovenia,SVN,2017,51.211754
Slovenia,SVN,2018,52.33461
Slovenia,SVN,2019,52.990314
Slovenia,SVN,2020,45.82793
Slovenia,SVN,2021,48.788303
Slovenia,SVN,2022,53.668827
Slovenia,SVN,2023,48.89892
South Africa,ZAF,1990,-25.17487
South Africa,ZAF,1991,-24.21718
South Africa,ZAF,1992,-27.776604
South Africa,ZAF,1993,-28.181147
South Africa,ZAF,1994,-27.48401
South Africa,ZAF,1995,-26.685467
South Africa,ZAF,1996,-24.43404
South Africa,ZAF,1997,-27.757458
South Africa,ZAF,1998,-21.68588
South Africa,ZAF,1999,-28.206951
South Africa,ZAF,2000,-29.81903
South Africa,ZAF,2001,-33.133823
South Africa,ZAF,2002,-36.568382
South Africa,ZAF,2003,-28.992876
South Africa,ZAF,2004,-23.186775
South Africa,ZAF,2005,-26.43797
South Africa,ZAF,2006,-23.629412
South Africa,ZAF,2007,-14.456172
South Africa,ZAF,2008,-7.8592343
South Africa,ZAF,2009,-2.231683
South Africa,ZAF,2010,-13.730698
South Africa,ZAF,2011,-11.638097
South Africa,ZAF,2012,-18.19489
South Africa,ZAF,2013,-18.826931
South Africa,ZAF,2014,-12.861094
South Africa,ZAF,2015,-17.77962
South Africa,ZAF,2016,-14.391988
South Africa,ZAF,2017,-15.519681
South Africa,ZAF,2018,-17.173561
South Africa,ZAF,2019,-13.346639
South Africa,ZAF,2020,-19.664236
South Africa,ZAF,2021,-13.375893
South Africa,ZAF,2022,-10.940158
South Asia (WB),,1990,11.768534
South Asia (WB),,1991,12.301844
South Asia (WB),,1992,14.029848
South Asia (WB),,1993,14.540125
South Asia (WB),,1994,14.340565
South Asia (WB),,1995,15.676772
South Asia (WB),,1996,17.256721
South Asia (WB),,1997,18.227783
South Asia (WB),,1998,19.594242
South Asia (WB),,1999,21.557789
South Asia (WB),,2000,21.98741
South Asia (WB),,2001,21.823328
South Asia (WB),,2002,22.330643
South Asia (WB),,2003,22.403082
South Asia (WB),,2004,23.0023
South Asia (WB),,2005,24.596292
South Asia (WB),,2006,25.673283
South Asia (WB),,2007,26.610807
South Asia (WB),,2008,27.891726
South Asia (WB),,2009,28.460531
South Asia (WB),,2010,29.487026
South Asia (WB),,2011,30.623215
South Asia (WB),,2012,32.077427
South Asia (WB),,2013,33.354233
South Asia (WB),,2014,35.877274
South Asia (WB),,2015,36.58081
South Asia (WB),,2016,36.83782
South Asia (WB),,2017,36.716335
South Asia (WB),,2018,37.361416
South Asia (WB),,2019,38.690292
South Asia (WB),,2020,37.71527
South Asia (WB),,2021,35.176186
South Asia (WB),,2022,36.278805
South Korea,KOR,1990,76.631165
South Korea,KOR,1991,81.26082
South Korea,KOR,1992,85.95869
South Korea,KOR,1993,87.87192
South Korea,KOR,1994,92.42055
South Korea,KOR,1995,90.70534
South Korea,KOR,1996,92.70207
South Korea,KOR,1997,93.386284
South Korea,KOR,1998,89.38357
South Korea,KOR,1999,88.448235
South Korea,KOR,2000,88.86269
South Korea,KOR,2001,87.87274
South Korea,KOR,2002,86.50413
South Korea,KOR,2003,87.34229
South Korea,KOR,2004,87.72249
South Korea,KOR,2005,83.4372
South Korea,KOR,2006,86.80884
South Korea,KOR,2007,85.36245
South Korea,KOR,2008,85.59836
South Korea,KOR,2009,86.2664
South Korea,KOR,2010,88.08063
South Korea,KOR,2011,87.23054
South Korea,KOR,2012,86.546684
South Korea,KOR,2013,88.080185
South Korea,KOR,2014,86.86939
South Korea,KOR,2015,86.730064
South Korea,KOR,2016,86.93763
South Korea,KOR,2017,88.47104
South Korea,KOR,2018,89.469765
South Korea,KOR,2019,88.156296
South Korea,KOR,2020,84.51774
South Korea,KOR,2021,84.90345
South Korea,KOR,2022,85.47755
South Korea,KOR,2023,84.64721
South Sudan,SSD,2012,-171.54042
South Sudan,SSD,2013,-667.7677
South Sudan,SSD,2014,-1055.2268
South Sudan,SSD,2015,-801.6945
South Sudan,SSD,2016,-827.1001
South Sudan,SSD,2017,-962.5337
South Sudan,SSD,2018,-859.4535
South Sudan,SSD,2019,-1023.8937
South Sudan,SSD,2020,-1010.1985
South Sudan,SSD,2021,-901.0916
South Sudan,SSD,2022,-859.5028
Spain,ESP,1990,67.02367
Spain,ESP,1991,67.66428
Spain,ESP,1992,70.851295
Spain,ESP,1993,69.802925
Spain,ESP,1994,71.85699
Spain,ESP,1995,75.464615
Spain,ESP,1996,75.310974
Spain,ESP,1997,76.851234
Spain,ESP,1998,80.04002
Spain,ESP,1999,82.129654
Spain,ESP,2000,82.14073
Spain,ESP,2001,80.32503
Spain,ESP,2002,84.296814
Spain,ESP,2003,82.2261
Spain,ESP,2004,83.2978
Spain,ESP,2005,87.68853
Spain,ESP,2006,87.58092
Spain,ESP,2007,86.04069
Spain,ESP,2008,88.433525
Spain,ESP,2009,86.48566
Spain,ESP,2010,83.53313
Spain,ESP,2011,83.47438
Spain,ESP,2012,79.85457
Spain,ESP,2013,76.65696
Spain,ESP,2014,80.050804
Spain,ESP,2015,80.03588
Spain,ESP,2016,78.8825
Spain,ESP,2017,80.85463
Spain,ESP,2018,81.00753
Spain,ESP,2019,82.914055
Spain,ESP,2020,73.47742
Spain,ESP,2021,75.53513
Spain,ESP,2022,82.86206
Spain,ESP,2023,77.08041
Sri Lanka,LKA,1990,30.86098
Sri Lanka,LKA,1991,29.889156
Sri Lanka,LKA,1992,30.112305
Sri Lanka,LKA,1993,35.11664
Sri Lanka,LKA,1994,36.257713
Sri Lanka,LKA,1995,40.240368
Sri Lanka,LKA,1996,41.523594
Sri Lanka,LKA,1997,42.040794
Sri Lanka,LKA,1998,42.6332
Sri Lanka,LKA,1999,42.6996
Sri Lanka,LKA,2000,45.93758
Sri Lanka,LKA,2001,44.534145
Sri Lanka,LKA,2002,48.160255
Sri Lanka,LKA,2003,42.59012
Sri Lanka,LKA,2004,46.059734
Sri Lanka,LKA,2005,47.27044
Sri Lanka,LKA,2006,46.498047
Sri Lanka,LKA,2007,47.1412
Sri Lanka,LKA,2008,46.968594
Sri Lanka,LKA,2010,41.914124
Sri Lanka,LKA,2011,54.48988
Sri Lanka,LKA,2013,54.46464
Sri Lanka,LKA,2014,58.754387
Sri Lanka,LKA,2015,56.856903
Sri Lanka,LKA,2016,62.152496
Sri Lanka,LKA,2018,68.59571
Sri Lanka,LKA,2020,61.23243
Sri Lanka,LKA,2021,59.42945
Sri Lanka,LKA,2022,60.03958
Sub-Saharan Africa (WB),,1990,-62.055817
Sub-Saharan Africa (WB),,1991,-62.22682
Sub-Saharan Africa (WB),,1992,-65.15302
Sub-Saharan Africa (WB),,1993,-63.749893
Sub-Saharan Africa (WB),,1994,-64.82576
Sub-Saharan Africa (WB),,1995,-64.64282
Sub-Saharan Africa (WB),,1996,-66.913765
Sub-Saharan Africa (WB),,1997,-71.104744
Sub-Saharan Africa (WB),,1998,-71.83447
Sub-Saharan Africa (WB),,1999,-70.13094
Sub-Saharan Africa (WB),,2000,-82.874
Sub-Saharan Africa (WB),,2001,-84.828926
Sub-Saharan Africa (WB),,2002,-83.180916
Sub-Saharan Africa (WB),,2003,-83.64277
Sub-Saharan Africa (WB),,2004,-88.72027
Sub-Saharan Africa (WB),,2005,-92.62598
Sub-Saharan Africa (WB),,2006,-94.52356
Sub-Saharan Africa (WB),,2007,-93.93294
Sub-Saharan Africa (WB),,2008,-86.13002
Sub-Saharan Africa (WB),,2009,-79.79591
Sub-Saharan Africa (WB),,2010,-84.6286
Sub-Saharan Africa (WB),,2011,-68.15274
Sub-Saharan Africa (WB),,2012,-64.39104
Sub-Saharan Africa (WB),,2013,-58.6889
Sub-Saharan Africa (WB),,2014,-53.98496
Sub-Saharan Africa (WB),,2015,-57.10766
Sub-Saharan Africa (WB),,2016,-48.31159
Sub-Saharan Africa (WB),,2017,-50.125504
Sub-Saharan Africa (WB),,2018,-50.37962
Sub-Saharan Africa (WB),,2019,-45.26817
Sub-Saharan Africa (WB),,2020,-40.68456
Sub-Saharan Africa (WB),,2021,-30.827307
Sub-Saharan Africa (WB),,2022,-27.763075
Sub-Saharan Africa (WB),,2023,22.555916
Sudan,SDN,1999,-2.84274
Sudan,SDN,2000,-49.232876
Sudan,SDN,2001,-55.99911
Sudan,SDN,2002,-61.390896
Sudan,SDN,2003,-71.92627
Sudan,SDN,2004,-82.11788
Sudan,SDN,2005,-77.10335
Sudan,SDN,2006,-78.90818
Sudan,SDN,2007,-122.936165
Sudan,SDN,2008,-113.85863
Sudan,SDN,2009,-110.74953
Sudan,SDN,2010,-121.69282
Sudan,SDN,2011,-104.236374
Sudan,SDN,2012,-14.335531
Sudan,SDN,2013,1.1299044
Sudan,SDN,2014,2.0356534
Sudan,SDN,2015,4.1698704
Sudan,SDN,2016,5.6793966
Sudan,SDN,2017,9.259198
Sudan,SDN,2018,16.263727
Sudan,SDN,2019,15.655636
Sudan,SDN,2020,17.608229
Sudan,SDN,2021,20.834013
Sudan,SDN,2022,18.856812
Suriname,SUR,2000,-17.488842
Suriname,SUR,2001,-16.258804
Suriname,SUR,2002,-48.519646
Suriname,SUR,2003,-32.15443
Suriname,SUR,2004,-14.904998
Suriname,SUR,2005,-4.0264444
Suriname,SUR,2006,-20.440727
Suriname,SUR,2007,-41.62071
Suriname,SUR,2008,-45.555557
Suriname,SUR,2009,-44.246452
Suriname,SUR,2010,-19.373915
Suriname,SUR,2011,3.3541582
Suriname,SUR,2012,-10.47725
Suriname,SUR,2013,9.5518
Suriname,SUR,2014,14.568952
Suriname,SUR,2015,4.5300703
Suriname,SUR,2016,13.792049
Suriname,SUR,2017,7.677739
Suriname,SUR,2018,1.6518557
Suriname,SUR,2019,13.989295
Suriname,SUR,2020,12.907474
Suriname,SUR,2021,14.489852
Suriname,SUR,2022,17.12359
Sweden,SWE,1990,38.87007
Sweden,SWE,1991,36.400993
Sweden,SWE,1992,38.04612
Sweden,SWE,1993,39.643463
Sweden,SWE,1994,41.2721
Sweden,SWE,1995,38.597603
Sweden,SWE,1996,41.3659
Sweden,SWE,1997,39.47049
Sweden,SWE,1998,39.00228
Sweden,SWE,1999,36.268837
Sweden,SWE,2000,40.501877
Sweden,SWE,2001,38.0106
Sweden,SWE,2002,38.397846
Sweden,SWE,2003,44.909782
Sweden,SWE,2004,38.57147
Sweden,SWE,2005,39.456406
Sweden,SWE,2006,39.79434
Sweden,SWE,2007,38.297306
Sweden,SWE,2008,40.070156
Sweden,SWE,2009,39.489956
Sweden,SWE,2010,39.08384
Sweden,SWE,2011,38.450256
Sweden,SWE,2012,31.464931
Sweden,SWE,2013,33.993584
Sweden,SWE,2014,34.091915
Sweden,SWE,2015,32.870712
Sweden,SWE,2016,35.35211
Sweden,SWE,2017,28.68607
Sweden,SWE,2018,30.735529
Sweden,SWE,2019,32.006546
Sweden,SWE,2020,34.42561
Sweden,SWE,2021,22.541212
Sweden,SWE,2022,28.678411
Sweden,SWE,2023,28.27423
Switzerland,CHE,1990,61.687885
Switzerland,CHE,1991,61.23404
Switzerland,CHE,1992,60.651978
Switzerland,CHE,1993,56.44299
Switzerland,CHE,1994,56.65503
Switzerland,CHE,1995,57.39596
Switzerland,CHE,1996,61.357414
Switzerland,CHE,1997,59.688976
Switzerland,CHE,1998,61.204205
Switzerland,CHE,1999,55.93568
Switzerland,CHE,2000,56.694553
Switzerland,CHE,2001,57.876087
Switzerland,CHE,2002,58.521034
Switzerland,CHE,2003,57.144257
Switzerland,CHE,2004,58.54801
Switzerland,CHE,2005,63.05553
Switzerland,CHE,2006,59.856358
Switzerland,CHE,2007,55.195103
Switzerland,CHE,2008,58.05413
Switzerland,CHE,2009,58.411716
Switzerland,CHE,2010,57.544968
Switzerland,CHE,2011,57.15323
Switzerland,CHE,2012,57.504295
Switzerland,CHE,2013,57.4872
Switzerland,CHE,2014,53.93112
Switzerland,CHE,2015,56.08933
Switzerland,CHE,2016,59.74873
Switzerland,CHE,2017,60.172543
Switzerland,CHE,2018,53.63462
Switzerland,CHE,2019,54.992603
Switzerland,CHE,2020,50.02649
Switzerland,CHE,2021,52.01597
Switzerland,CHE,2022,51.312973
Switzerland,CHE,2023,51.217846
Syria,SYR,1990,-106.40193
Syria,SYR,1991,-125.347824
Syria,SYR,1992,-138.83897
Syria,SYR,1993,-145.64017
Syria,SYR,1994,-162.58643
Syria,SYR,1995,-161.38622
Syria,SYR,1996,-147.76128
Syria,SYR,1997,-136.71541
Syria,SYR,1998,-118.38968
Syria,SYR,1999,-124.35041
Syria,SYR,2000,-115.26977
Syria,SYR,2001,-133.38147
Syria,SYR,2002,-153.82477
Syria,SYR,2003,-109.60894
Syria,SYR,2004,-68.483795
Syria,SYR,2005,-33.804203
Syria,SYR,2006,-8.177418
Syria,SYR,2007,-4.1810513
Syria,SYR,2008,-5.4614244
Syria,SYR,2009,-11.945458
Syria,SYR,2010,-20.17563
Syria,SYR,2011,-13.986617
Syria,SYR,2012,15.500235
Syria,SYR,2013,43.05642
Syria,SYR,2014,57.92854
Syria,SYR,2015,59.683704
Syria,SYR,2016,61.74324
Syria,SYR,2017,66.51536
Syria,SYR,2018,65.50851
Syria,SYR,2019,63.09876
Syria,SYR,2020,60.118774
Syria,SYR,2021,58.276154
Syria,SYR,2022,61.271503
Tajikistan,TJK,1990,62.131126
Tajikistan,TJK,1991,64.14656
Tajikistan,TJK,1992,58.803387
Tajikistan,TJK,1993,48.09686
Tajikistan,TJK,1994,38.423138
Tajikistan,TJK,1995,40.5142
Tajikistan,TJK,1996,37.54545
Tajikistan,TJK,1997,42.13057
Tajikistan,TJK,1998,43.859035
Tajikistan,TJK,1999,38.475986
Tajikistan,TJK,2000,41.303066
Tajikistan,TJK,2001,39.451958
Tajikistan,TJK,2002,36.267586
Tajikistan,TJK,2003,32.56065
Tajikistan,TJK,2004,36.64833
Tajikistan,TJK,2005,34.424824
Tajikistan,TJK,2006,37.895977
Tajikistan,TJK,2007,39.386837
Tajikistan,TJK,2008,40.607994
Tajikistan,TJK,2009,31.095478
Tajikistan,TJK,2010,30.495972
Tajikistan,TJK,2011,30.967106
Tajikistan,TJK,2012,29.97655
Tajikistan,TJK,2013,27.986252
Tajikistan,TJK,2014,32.111507
Tajikistan,TJK,2015,31.027338
Tajikistan,TJK,2016,29.661436
Tajikistan,TJK,2017,24.178074
Tajikistan,TJK,2018,25.22067
Tajikistan,TJK,2019,28.436337
Tajikistan,TJK,2020,31.847878
Tajikistan,TJK,2021,30.395914
Tajikistan,TJK,2022,28.045013
Tanzania,TZA,1990,9.94701
Tanzania,TZA,1991,9.62931
Tanzania,TZA,1992,8.45476
Tanzania,TZA,1993,8.4241705
Tanzania,TZA,1994,7.0679584
Tanzania,TZA,1995,9.513958
Tanzania,TZA,1996,8.787965
Tanzania,TZA,1997,8.354626
Tanzania,TZA,1998,7.1361504
Tanzania,TZA,1999,5.9344554
Tanzania,TZA,2012,13.130326
Tanzania,TZA,2013,14.049807
Tanzania,TZA,2014,13.033992
Tanzania,TZA,2015,14.6376705
Tanzania,TZA,2016,14.079126
Tanzania,TZA,2017,12.901648
Tanzania,TZA,2018,12.790612
Tanzania,TZA,2019,13.136835
Tanzania,TZA,2020,12.952306
Tanzania,TZA,2021,13.717529
Tanzania,TZA,2022,12.933856
Thailand,THA,1990,42.099354
Thailand,THA,1991,39.42798
Thailand,THA,1992,42.753323
Thailand,THA,1993,47.85286
Thailand,THA,1994,49.28561
Thailand,THA,1995,51.59019
Thailand,THA,1996,52.66133
Thailand,THA,1997,48.58511
Thailand,THA,1998,44.85776
Thailand,THA,1999,45.048515
Thailand,THA,2000,44.132797
Thailand,THA,2001,46.56174
Thailand,THA,2002,46.99629
Thailand,THA,2003,47.966896
Thailand,THA,2004,50.596756
Thailand,THA,2005,48.069668
Thailand,THA,2006,47.20998
Thailand,THA,2007,46.387333
Thailand,THA,2008,44.11341
Thailand,THA,2009,44.68208
Thailand,THA,2010,43.65947
Thailand,THA,2011,44.48123
Thailand,THA,2012,43.682552
Thailand,THA,2013,43.040543
Thailand,THA,2014,44.024033
Thailand,THA,2015,46.319397
Thailand,THA,2016,45.714935
Thailand,THA,2017,47.959877
Thailand,THA,2018,51.48799
Thailand,THA,2019,48.96038
Thailand,THA,2020,51.562725
Thailand,THA,2021,53.911816
Thailand,THA,2022,57.41758
Togo,TGO,2017,15.142197
Togo,TGO,2018,18.0404
Trinidad and Tobago,TTO,1990,-106.644516
Trinidad and Tobago,TTO,1991,-99.25641
Trinidad and Tobago,TTO,1992,-86.90618
Trinidad and Tobago,TTO,1993,-90.742035
Trinidad and Tobago,TTO,1994,-99.49559
Trinidad and Tobago,TTO,1995,-103.84057
Trinidad and Tobago,TTO,1996,-69.80753
Trinidad and Tobago,TTO,1997,-65.75983
Trinidad and Tobago,TTO,1998,-69.07435
Trinidad and Tobago,TTO,1999,-68.86608
Trinidad and Tobago,TTO,2000,-85.390076
Trinidad and Tobago,TTO,2001,-73.961494
Trinidad and Tobago,TTO,2002,-86.14223
Trinidad and Tobago,TTO,2003,-117.1105
Trinidad and Tobago,TTO,2004,-126.05281
Trinidad and Tobago,TTO,2005,-109.991516
Trinidad and Tobago,TTO,2006,-120.31327
Trinidad and Tobago,TTO,2007,-110.39454
Trinidad and Tobago,TTO,2008,-116.004074
Trinidad and Tobago,TTO,2009,-119.02587
Trinidad and Tobago,TTO,2010,-111.99454
Trinidad and Tobago,TTO,2011,-102.18963
Trinidad and Tobago,TTO,2012,-103.33021
Trinidad and Tobago,TTO,2013,-103.14766
Trinidad and Tobago,TTO,2014,-99.56612
Trinidad and Tobago,TTO,2015,-90.986206
Trinidad and Tobago,TTO,2016,-87.84945
Trinidad and Tobago,TTO,2017,-89.04277
Trinidad and Tobago,TTO,2018,-98.61201
Trinidad and Tobago,TTO,2019,-99.98296
Trinidad and Tobago,TTO,2020,-98.19548
Trinidad and Tobago,TTO,2021,-66.66236
Trinidad and Tobago,TTO,2022,-75.45733
Tunisia,TUN,1990,-17.528894
Tunisia,TUN,1991,-31.456303
Tunisia,TUN,1992,-25.724205
Tunisia,TUN,1993,-6.903121
Tunisia,TUN,1994,4.375927
Tunisia,TUN,1995,2.0621781
Tunisia,TUN,1996,-0.5357276
Tunisia,TUN,1997,0.57894576
Tunisia,TUN,1998,-0.9278939
Tunisia,TUN,1999,8.511064
Tunisia,TUN,2000,11.133847
Tunisia,TUN,2001,21.359398
Tunisia,TUN,2002,20.193836
Tunisia,TUN,2003,24.904728
Tunisia,TUN,2004,23.55841
Tunisia,TUN,2005,21.248068
Tunisia,TUN,2006,27.25102
Tunisia,TUN,2007,15.437965
Tunisia,TUN,2008,23.514421
Tunisia,TUN,2009,19.068419
Tunisia,TUN,2010,20.13278
Tunisia,TUN,2011,25.565584
Tunisia,TUN,2012,29.3822
Tunisia,TUN,2013,33.200005
Tunisia,TUN,2014,39.150723
Tunisia,TUN,2015,45.182606
Tunisia,TUN,2016,47.554806
Tunisia,TUN,2017,52.362137
Tunisia,TUN,2018,54.461075
Tunisia,TUN,2019,57.840137
Tunisia,TUN,2020,55.323616
Tunisia,TUN,2021,53.30719
Tunisia,TUN,2022,53.14003
Turkey,TUR,1990,54.00524
Turkey,TUR,1991,48.229237
Turkey,TUR,1992,50.82096
Turkey,TUR,1993,55.73146
Turkey,TUR,1994,56.17644
Turkey,TUR,1995,59.67897
Turkey,TUR,1996,60.94108
Turkey,TUR,1997,60.650406
Turkey,TUR,1998,60.647697
Turkey,TUR,1999,61.449516
Turkey,TUR,2000,66.411896
Turkey,TUR,2001,65.382774
Turkey,TUR,2002,68.80984
Turkey,TUR,2003,71.80146
Turkey,TUR,2004,71.99727
Turkey,TUR,2005,73.60482
Turkey,TUR,2006,74.197945
Turkey,TUR,2007,75.59779
Turkey,TUR,2008,73.67416
Turkey,TUR,2009,71.59938
Turkey,TUR,2010,71.81137
Turkey,TUR,2011,72.34553
Turkey,TUR,2012,76.50452
Turkey,TUR,2013,76.708206
Turkey,TUR,2014,78.733475
Turkey,TUR,2015,80.44432
Turkey,TUR,2016,77.28782
Turkey,TUR,2017,79.17251
Turkey,TUR,2018,75.83165
Turkey,TUR,2019,72.197365
Turkey,TUR,2020,71.333
Turkey,TUR,2021,72.12471
Turkey,TUR,2022,72.70413
Turkey,TUR,2023,71.70268
Turkmenistan,TKM,1990,-316.41788
Turkmenistan,TKM,1991,-387.73254
Turkmenistan,TKM,1992,-367.2958
Turkmenistan,TKM,1993,-444.96713
Turkmenistan,TKM,1994,-145.24571
Turkmenistan,TKM,1995,-138.32327
Turkmenistan,TKM,1996,-172.76752
Turkmenistan,TKM,1997,-63.125195
Turkmenistan,TKM,1998,-42.15704
Turkmenistan,TKM,1999,-75.291115
Turkmenistan,TKM,2000,-206.73
Turkmenistan,TKM,2001,-273.24832
Turkmenistan,TKM,2002,-374.6768
Turkmenistan,TKM,2003,-279.51172
Turkmenistan,TKM,2004,-215.21434
Turkmenistan,TKM,2005,-240.60094
Turkmenistan,TKM,2006,-224.48405
Turkmenistan,TKM,2007,-256.62885
Turkmenistan,TKM,2008,-198.58809
Turkmenistan,TKM,2009,-104.28149
Turkmenistan,TKM,2010,-105.87146
Turkmenistan,TKM,2011,-163.93411
Turkmenistan,TKM,2012,-174.89415
Turkmenistan,TKM,2013,-223.97447
Turkmenistan,TKM,2014,-239.45833
Turkmenistan,TKM,2015,-249.24806
Turkmenistan,TKM,2016,-236.06303
Turkmenistan,TKM,2017,-230.6738
Turkmenistan,TKM,2018,-246.80537
Turkmenistan,TKM,2019,-242.60681
Turkmenistan,TKM,2020,-228.30746
Turkmenistan,TKM,2021,-114.79953
Turkmenistan,TKM,2022,-109.777214
Uganda,UGA,1990,3.574737
Uganda,UGA,1991,3.5774276
Uganda,UGA,1992,3.4050322
Uganda,UGA,1993,3.3590178
Uganda,UGA,1994,2.9584448
Uganda,UGA,1995,3.800511
Uganda,UGA,1996,3.8715413
Uganda,UGA,1997,3.7904494
Uganda,UGA,1998,4.446713
Uganda,UGA,1999,4.5407963
Uganda,UGA,2000,4.9063597
Uganda,UGA,2001,4.9906
Uganda,UGA,2002,4.820869
Uganda,UGA,2003,4.8117447
Uganda,UGA,2004,4.808106
Uganda,UGA,2005,5.7920084
Uganda,UGA,2006,6.779479
Uganda,UGA,2007,8.125181
Uganda,UGA,2008,7.9447975
Uganda,UGA,2009,8.382506
Uganda,UGA,2010,8.880496
Uganda,UGA,2011,9.326708
Uganda,UGA,2012,9.061939
Uganda,UGA,2013,8.649679
Uganda,UGA,2014,8.90326
Uganda,UGA,2015,9.169312
Uganda,UGA,2016,22.048033
Uganda,UGA,2017,21.775114
Uganda,UGA,2018,22.122221
Uganda,UGA,2019,22.000515
Uganda,UGA,2020,24.099112
Uganda,UGA,2021,21.084564
Uganda,UGA,2022,20.489515
Ukraine,UKR,1990,47.98638
Ukraine,UKR,1991,53.698124
Ukraine,UKR,1992,50.906166
Ukraine,UKR,1993,46.43892
Ukraine,UKR,1994,45.533535
Ukraine,UKR,1995,50.246838
Ukraine,UKR,1996,51.08739
Ukraine,UKR,1997,48.12151
Ukraine,UKR,1998,45.208546
Ukraine,UKR,1999,44.28997
Ukraine,UKR,2000,43.071632
Ukraine,UKR,2001,43.282337
Ukraine,UKR,2002,43.63088
Ukraine,UKR,2003,46.55281
Ukraine,UKR,2004,45.327293
Ukraine,UKR,2005,42.352432
Ukraine,UKR,2006,41.505756
Ukraine,UKR,2007,40.997574
Ukraine,UKR,2008,42.52047
Ukraine,UKR,2009,36.167114
Ukraine,UKR,2010,31.652517
Ukraine,UKR,2011,37.68329
Ukraine,UKR,2012,31.426533
Ukraine,UKR,2013,27.032656
Ukraine,UKR,2014,25.961704
Ukraine,UKR,2015,32.31333
Ukraine,UKR,2016,30.2136
Ukraine,UKR,2017,37.07879
Ukraine,UKR,2018,34.5707
Ukraine,UKR,2019,36.781685
Ukraine,UKR,2020,34.05312
Ukraine,UKR,2021,34.91852
Ukraine,UKR,2022,25.200499
United Arab Emirates,ARE,1990,-395.23444
United Arab Emirates,ARE,1991,-388.9849
United Arab Emirates,ARE,1992,-443.58652
United Arab Emirates,ARE,1993,-404.2869
United Arab Emirates,ARE,1994,-360.28128
United Arab Emirates,ARE,1995,-345.73715
United Arab Emirates,ARE,1996,-332.8715
United Arab Emirates,ARE,1997,-333.1047
United Arab Emirates,ARE,1998,-333.75937
United Arab Emirates,ARE,1999,-307.2414
United Arab Emirates,ARE,2000,-362.4749
United Arab Emirates,ARE,2001,-237.17348
United Arab Emirates,ARE,2002,-227.23778
United Arab Emirates,ARE,2003,-262.6359
United Arab Emirates,ARE,2004,-282.90207
United Arab Emirates,ARE,2005,-271.87726
United Arab Emirates,ARE,2006,-275.29788
United Arab Emirates,ARE,2007,-239.14352
United Arab Emirates,ARE,2008,-189.03743
United Arab Emirates,ARE,2009,-151.9367
United Arab Emirates,ARE,2010,-174.85886
United Arab Emirates,ARE,2011,-203.92595
United Arab Emirates,ARE,2012,-204.39262
United Arab Emirates,ARE,2013,-197.72354
United Arab Emirates,ARE,2014,-153.2507
United Arab Emirates,ARE,2015,-144.95633
United Arab Emirates,ARE,2016,-138.13007
United Arab Emirates,ARE,2017,-163.56273
United Arab Emirates,ARE,2018,-159.7257
United Arab Emirates,ARE,2019,-157.25159
United Arab Emirates,ARE,2020,-166.6763
United Arab Emirates,ARE,2021,-148.7793
United Arab Emirates,ARE,2022,-171.48238
United Kingdom,GBR,1990,2.2985418
United Kingdom,GBR,1991,5.2191515
United Kingdom,GBR,1992,3.9884813
United Kingdom,GBR,1993,-0.018242056
United Kingdom,GBR,1994,-14.504904
United Kingdom,GBR,1995,-17.46125
United Kingdom,GBR,1996,-15.370134
United Kingdom,GBR,1997,-16.180302
United Kingdom,GBR,1998,-17.296337
United Kingdom,GBR,1999,-21.66591
United Kingdom,GBR,2000,-18.099045
United Kingdom,GBR,2001,-10.111062
United Kingdom,GBR,2002,-12.630994
United Kingdom,GBR,2003,-6.336666
United Kingdom,GBR,2004,4.774646
United Kingdom,GBR,2005,14.192445
United Kingdom,GBR,2006,22.497019
United Kingdom,GBR,2007,21.8227
United Kingdom,GBR,2008,28.165398
United Kingdom,GBR,2009,28.86628
United Kingdom,GBR,2010,30.846924
United Kingdom,GBR,2011,39.473362
United Kingdom,GBR,2012,46.005592
United Kingdom,GBR,2013,50.608334
United Kingdom,GBR,2014,49.743168
United Kingdom,GBR,2015,40.27757
United Kingdom,GBR,2016,37.95433
United Kingdom,GBR,2017,38.030464
United Kingdom,GBR,2018,38.167225
United Kingdom,GBR,2019,36.535698
United Kingdom,GBR,2020,28.486504
United Kingdom,GBR,2021,38.953064
United Kingdom,GBR,2022,39.50369
United Kingdom,GBR,2023,44.29678
United States,USA,1990,17.858738
United States,USA,1991,16.694893
United States,USA,1992,18.12523
United States,USA,1993,20.872723
United States,USA,1994,22.009048
United States,USA,1995,20.97102
United States,USA,1996,22.07038
United States,USA,1997,23.691868
United States,USA,1998,25.15116
United States,USA,1999,25.888035
United States,USA,2000,26.679146
United States,USA,2001,28.915968
United States,USA,2002,27.896307
United States,USA,2003,29.268583
United States,USA,2004,30.93535
United States,USA,2005,31.758493
United States,USA,2006,31.773794
United States,USA,2007,30.550728
United States,USA,2008,27.918413
United States,USA,2009,25.912003
United States,USA,2010,24.086807
United States,USA,2011,20.681467
