Entity,Code,Year,"Energy imports, net (% of energy use)"
United States,USA,2012,17.519794
United States,USA,2013,14.434314
United States,USA,2014,11.696751
United States,USA,2015,11.742966
United States,USA,2016,12.302867
United States,USA,2017,8.102772
United States,USA,2018,3.593321
United States,USA,2019,-0.89913976
United States,USA,2020,-3.96816
United States,USA,2021,-4.1932335
United States,USA,2022,-6.501101
United States,USA,2023,-8.351911
Upper-middle-income countries,,1990,-18.748915
Upper-middle-income countries,,1991,-15.988348
Upper-middle-income countries,,1992,-16.21544
Upper-middle-income countries,,1993,-16.892609
Upper-middle-income countries,,1994,-17.232904
Upper-middle-income countries,,1995,-16.425673
Upper-middle-income countries,,1996,-17.33539
Upper-middle-income countries,,1997,-17.965939
Upper-middle-income countries,,1998,-21.176569
Upper-middle-income countries,,1999,-22.384628
Upper-middle-income countries,,2000,-22.40216
Upper-middle-income countries,,2001,-22.860048
Upper-middle-income countries,,2002,-21.192217
Upper-middle-income countries,,2003,-19.250914
Upper-middle-income countries,,2004,-16.636473
Upper-middle-income countries,,2005,-16.571066
Upper-middle-income countries,,2006,-15.446777
Upper-middle-income countries,,2007,-13.632496
Upper-middle-income countries,,2008,-12.34035
Upper-middle-income countries,,2009,-9.945396
Upper-middle-income countries,,2010,-8.342511
Upper-middle-income countries,,2011,-6.171875
Upper-middle-income countries,,2012,-4.696969
Upper-middle-income countries,,2013,-2.9853215
Upper-middle-income countries,,2014,-1.6822804
Upper-middle-income countries,,2015,-2.0057423
Upper-middle-income countries,,2016,-2.700511
Upper-middle-income countries,,2017,-2.0422487
Upper-middle-income countries,,2018,-0.5115246
Upper-middle-income countries,,2019,1.3506318
Upper-middle-income countries,,2020,3.5873232
Upper-middle-income countries,,2021,3.883666
Upper-middle-income countries,,2022,2.6320262
Upper-middle-income countries,,2023,6.205523
Uruguay,URY,1990,52.267395
Uruguay,URY,1991,64.17506
Uruguay,URY,1992,62.628975
Uruguay,URY,1993,54.57741
Uruguay,URY,1994,63.80152
Uruguay,URY,1995,79.35885
Uruguay,URY,1996,74.049644
Uruguay,URY,1997,73.24825
Uruguay,URY,1998,66.27176
Uruguay,URY,1999,81.68887
Uruguay,URY,2000,74.34551
Uruguay,URY,2001,67.960365
Uruguay,URY,2002,54.775856
Uruguay,URY,2003,71.97336
Uruguay,URY,2004,85.53108
Uruguay,URY,2005,73.39286
Uruguay,URY,2006,84.23853
Uruguay,URY,2007,67.38643
Uruguay,URY,2008,72.40308
Uruguay,URY,2009,75.050316
Uruguay,URY,2010,62.735218
Uruguay,URY,2011,64.447426
Uruguay,URY,2012,72.068375
Uruguay,URY,2013,55.385593
Uruguay,URY,2014,49.83731
Uruguay,URY,2015,48.12895
Uruguay,URY,2016,44.32439
Uruguay,URY,2017,39.29094
Uruguay,URY,2018,43.92157
Uruguay,URY,2019,38.90907
Uruguay,URY,2020,44.751995
Uruguay,URY,2021,41.97788
Uruguay,URY,2022,46.206894
Uzbekistan,UZB,1990,18.447636
Uzbekistan,UZB,1991,18.560308
Uzbekistan,UZB,1992,9.955571
Uzbekistan,UZB,1993,8.839857
Uzbekistan,UZB,1994,0.24887922
Uzbekistan,UZB,1995,-9.329986
Uzbekistan,UZB,1996,-11.138707
Uzbekistan,UZB,1997,-15.428522
Uzbekistan,UZB,1998,-9.929522
Uzbekistan,UZB,1999,-8.533023
Uzbekistan,UZB,2000,-9.135462
Uzbekistan,UZB,2001,-8.972412
Uzbekistan,UZB,2002,-6.1636004
Uzbekistan,UZB,2003,-10.307004
Uzbekistan,UZB,2004,-14.336596
Uzbekistan,UZB,2005,-19.532871
Uzbekistan,UZB,2006,-20.65655
Uzbekistan,UZB,2007,-23.100342
Uzbekistan,UZB,2008,-23.499186
Uzbekistan,UZB,2009,-30.140066
Uzbekistan,UZB,2010,-20.08515
Uzbekistan,UZB,2011,-13.138749
Uzbekistan,UZB,2012,-25.594654
Uzbekistan,UZB,2013,-20.738619
Uzbekistan,UZB,2014,-18.504602
Uzbekistan,UZB,2015,-21.651598
Uzbekistan,UZB,2016,-19.250294
Uzbekistan,UZB,2017,-15.470892
Uzbekistan,UZB,2018,-25.341537
Uzbekistan,UZB,2019,-19.679857
Uzbekistan,UZB,2020,1.0193149
Uzbekistan,UZB,2021,0.72105294
Uzbekistan,UZB,2022,1.5475895
Venezuela,VEN,1990,-257.3289
Venezuela,VEN,1996,-322.43512
Venezuela,VEN,1998,-331.61118
Venezuela,VEN,1999,-262.2501
Venezuela,VEN,2000,-270.15945
Venezuela,VEN,2001,-304.79376
Venezuela,VEN,2002,-208.93848
Venezuela,VEN,2003,-212.92982
Venezuela,VEN,2004,-257.81143
Venezuela,VEN,2005,-261.5327
Venezuela,VEN,2006,-245.82584
Venezuela,VEN,2007,-230.35722
Venezuela,VEN,2008,-237.60457
Venezuela,VEN,2009,-220.7449
Venezuela,VEN,2010,-166.82027
Venezuela,VEN,2011,-200.44193
Venezuela,VEN,2012,-189.70844
Venezuela,VEN,2013,-160.45088
Venezuela,VEN,2014,-190.94257
Venezuela,VEN,2015,-186.84589
Venezuela,VEN,2016,-188.12413
Venezuela,VEN,2017,-170.10468
Venezuela,VEN,2018,-176.9847
Venezuela,VEN,2019,-114.74842
Venezuela,VEN,2020,-86.895775
Venezuela,VEN,2021,-74.67374
Venezuela,VEN,2022,-73.90847
Vietnam,VNM,1990,-0.93929785
Vietnam,VNM,1991,-11.116283
Vietnam,VNM,1992,-17.279716
Vietnam,VNM,1993,-14.065189
Vietnam,VNM,1994,-17.529814
Vietnam,VNM,1995,-21.530594
Vietnam,VNM,1996,-23.759197
Vietnam,VNM,1997,-24.626984
Vietnam,VNM,1998,-29.349583
Vietnam,VNM,1999,-36.771812
Vietnam,VNM,2000,-33.988205
Vietnam,VNM,2001,-35.8795
Vietnam,VNM,2002,-32.277264
Vietnam,VNM,2003,-29.245663
Vietnam,VNM,2004,-41.12353
Vietnam,VNM,2005,-41.563198
Vietnam,VNM,2006,-51.522774
Vietnam,VNM,2007,-42.310352
Vietnam,VNM,2008,-21.803982
Vietnam,VNM,2009,-26.047106
Vietnam,VNM,2010,-12.627071
Vietnam,VNM,2011,-9.67987
Vietnam,VNM,2012,-11.527556
Vietnam,VNM,2013,-7.9665985
Vietnam,VNM,2014,-0.4230155
Vietnam,VNM,2015,8.250979
Vietnam,VNM,2016,16.016125
Vietnam,VNM,2017,18.927803
Vietnam,VNM,2018,26.85301
Vietnam,VNM,2019,39.207047
Vietnam,VNM,2020,46.425285
Vietnam,VNM,2021,33.97497
Vietnam,VNM,2022,33.999195
World,OWID_WRL,1990,-0.53601754
World,OWID_WRL,1991,0.86283875
World,OWID_WRL,1992,0.79646796
World,OWID_WRL,1993,1.2156268
World,OWID_WRL,1994,0.83307606
World,OWID_WRL,1995,0.6958082
World,OWID_WRL,1996,-0.7580199
World,OWID_WRL,1997,1.1596104
World,OWID_WRL,1998,-1.245086
World,OWID_WRL,1999,-0.5061639
World,OWID_WRL,2000,-0.6745696
World,OWID_WRL,2001,-0.45400143
World,OWID_WRL,2002,0.06791953
World,OWID_WRL,2003,0.2352047
World,OWID_WRL,2004,-0.44336683
World,OWID_WRL,2005,0.056034263
World,OWID_WRL,2006,0.6948885
World,OWID_WRL,2007,0.82669085
World,OWID_WRL,2008,0.7595927
World,OWID_WRL,2009,-0.07222792
World,OWID_WRL,2010,0.1260295
World,OWID_WRL,2011,-0.4185816
World,OWID_WRL,2012,-0.7244393
World,OWID_WRL,2013,-0.716091
World,OWID_WRL,2014,-0.4529172
World,OWID_WRL,2015,-0.80194247
World,OWID_WRL,2016,-0.9993392
World,OWID_WRL,2017,-0.68779737
World,OWID_WRL,2018,-1.117088
World,OWID_WRL,2019,-0.9185946
World,OWID_WRL,2020,-0.90631825
World,OWID_WRL,2021,0.04184768
World,OWID_WRL,2022,-0.47338513
World,OWID_WRL,2023,10.532324
Yemen,YEM,1990,-255.44363
Yemen,YEM,1991,-226.46484
Yemen,YEM,1992,-152.95119
Yemen,YEM,1993,-271.9732
Yemen,YEM,1994,-454.92587
Yemen,YEM,1995,-400.2097
Yemen,YEM,1996,-395.2048
Yemen,YEM,1997,-387.98782
Yemen,YEM,1998,-365.35846
Yemen,YEM,1999,-337.7876
Yemen,YEM,2000,-359.59302
Yemen,YEM,2001,-314.78302
Yemen,YEM,2002,-323.25693
Yemen,YEM,2003,-272.33585
Yemen,YEM,2004,-214.69052
Yemen,YEM,2005,-191.6446
Yemen,YEM,2006,-140.01694
Yemen,YEM,2007,-135.32724
Yemen,YEM,2008,-100.12077
Yemen,YEM,2009,-84.0896
Yemen,YEM,2010,-141.85452
Yemen,YEM,2011,-174.85327
Yemen,YEM,2012,-144.9363
Yemen,YEM,2013,-117.47776
Yemen,YEM,2014,-104.494514
Yemen,YEM,2015,-8.0342655
Yemen,YEM,2016,47.963455
Yemen,YEM,2017,-15.543007
Yemen,YEM,2018,-26.158241
Yemen,YEM,2019,-27.726805
Yemen,YEM,2020,-34.794945
Yemen,YEM,2021,-31.195463
Yemen,YEM,2022,-11.046664
Zambia,ZMB,1990,10.794764
Zambia,ZMB,1991,7.4035945
Zambia,ZMB,1992,10.496034
Zambia,ZMB,1993,7.284279
Zambia,ZMB,1994,7.6056643
Zambia,ZMB,1995,8.170526
Zambia,ZMB,1996,8.787493
Zambia,ZMB,1997,6.612468
Zambia,ZMB,1998,8.74871
Zambia,ZMB,1999,6.4028096
Zambia,ZMB,2000,6.7636275
Zambia,ZMB,2001,6.877839
Zambia,ZMB,2002,7.789009
Zambia,ZMB,2003,8.595627
Zambia,ZMB,2004,9.325113
Zambia,ZMB,2005,9.3884
Zambia,ZMB,2006,8.927874
Zambia,ZMB,2007,8.565692
Zambia,ZMB,2008,10.393538
Zambia,ZMB,2009,9.78868
Zambia,ZMB,2010,9.937689
Zambia,ZMB,2011,10.889454
Zambia,ZMB,2012,10.956036
Zambia,ZMB,2013,10.746531
Zambia,ZMB,2014,10.121311
Zambia,ZMB,2015,12.865234
Zambia,ZMB,2016,12.933613
Zambia,ZMB,2017,10.879017
Zambia,ZMB,2018,9.335838
Zambia,ZMB,2019,11.17534
Zambia,ZMB,2020,9.007172
Zambia,ZMB,2021,9.736
Zambia,ZMB,2022,9.030019
Zimbabwe,ZWE,1990,8.8892145
Zimbabwe,ZWE,1991,10.408645
Zimbabwe,ZWE,1992,12.114919
Zimbabwe,ZWE,1993,12.846735
Zimbabwe,ZWE,1994,14.139799
Zimbabwe,ZWE,1995,16.693401
Zimbabwe,ZWE,1996,17.358541
Zimbabwe,ZWE,1997,18.562124
Zimbabwe,ZWE,1998,18.538387
Zimbabwe,ZWE,1999,16.865692
Zimbabwe,ZWE,2000,20.97756
Zimbabwe,ZWE,2001,19.596758
Zimbabwe,ZWE,2002,18.500645
Zimbabwe,ZWE,2003,15.746639
Zimbabwe,ZWE,2004,12.468401
Zimbabwe,ZWE,2005,14.298947
Zimbabwe,ZWE,2006,14.550008
Zimbabwe,ZWE,2007,13.496064
Zimbabwe,ZWE,2008,10.978807
Zimbabwe,ZWE,2009,10.351034
Zimbabwe,ZWE,2010,10.591566
Zimbabwe,ZWE,2011,18.291796
Zimbabwe,ZWE,2012,19.245346
Zimbabwe,ZWE,2013,20.563965
Zimbabwe,ZWE,2014,18.158579
Zimbabwe,ZWE,2015,18.295155
Zimbabwe,ZWE,2016,20.515526
Zimbabwe,ZWE,2017,22.227173
Zimbabwe,ZWE,2018,23.86866
Zimbabwe,ZWE,2019,21.200163
Zimbabwe,ZWE,2020,17.352024
Zimbabwe,ZWE,2021,9.32258
Zimbabwe,ZWE,2022,16.975714
