Country,Product,Flow,NoCountry,NoProduct,NoFlow,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024 Provisional
Finland,Natural gas,Industry (PJ),11. Finland,04. Natural gas,08. Industry (PJ),0,0,0,14.4927,19.947598,21.837599,17.569802,18.081902,17.777701,16.587901,17.532899,16.008301,17.266501,19.662301,18.848701,20.566801,30.3084,30.006,40.000499,38.397599,41.207398,43.061401,41.228998,45.9594,39.046499,38.785502,36.5193,48.247201,45.7758,34.7265,35.16840000000001,32.315401,31.741198,32.047199,30.931199,32.868,33.812999,30.903298,25.6797,29.083502,27.9351,25.9335,26.343898,25.177502,23.153402,22.4199,25.0731,23.614201,26.623798,26.555399,28.824301,23.053501,21.006,..
Finland,Natural gas,Transport (PJ),11. Finland,04. Natural gas,09. Transport (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4419,0.4671,0.574199,0.7902,0.7902,0.8622000000000001,0.646199,0.898198,0.898198,1.113299,0.9719990000000001,0.864001,0.8622000000000001,0.6470990000000001,0.575099,0.612001,0.612001,0.468001,0.5489980000000001,0.388799,0.404102,0.2817,0.355501,0.353701,0.504899,0.7434,0.774901,0.9558,0.9683980000000001,1.056602,..
Finland,Natural gas,Residential (PJ),11. Finland,04. Natural gas,10. Residential (PJ),0,0,0,0,0,0,2.376901,3.1842,3.710698,1.3725,0.6516000000000001,0.455398,0.531899,0.9674980000000001,1.0458,0.989998,0.989998,0.9324,1.040399,1.143901,1.4877,1.409398,1.527299,1.687498,0.711898,0.754202,0.780298,0.809999,0.921598,0.938701,1.0917,1.205099,1.193401,1.238401,1.268098,1.502098,1.629,1.610101,1.7208,1.927799,1.295099,1.395,1.233,1.200598,1.061999,1.098001,1.098001,1.026,1.116,1.0026,1.172702,0.7974009999999999,0.368999,..
Finland,Natural gas,Commercial and public services (PJ),11. Finland,04. Natural gas,11. Commercial and public services (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0476,1.097101,1.267202,1.057502,1.197002,1.129498,1.179899,1.289702,1.260001,1.309501,1.320299,1.269898,1.2096,1.1655,1.1628,1.2798,1.551599,1.404002,1.455298,1.251899,1.188,1.223998,1.223998,1.080002,1.133999,0.9908980000000001,1.229399,1.008001,0.5634009999999999,..
Finland,Natural gas,Other final consumption (PJ),11. Finland,04. Natural gas,12. Other final consumption (PJ),0,0,0,0,0,0,0.09540000000000001,0.1395,0.106198,0.0945,0.0945,0.09810100000000001,0.101702,0.206099,0.759599,0.647999,0.459899,0.6326970000000001,1.136699,0.6911990000000001,0.8936970000000002,0.7883990000000001,0.803702,0.964797,0.9107999999999999,1.0044,0.938702,0.988198,0.9594010000000001,1.007101,0.944099,1.0233,0.839701,1.1151,1.286101,0.968403,1.218601,1.1907,1.147501,1.6299,1.218601,1.151098,0.9540000000000001,1.011603,0.9728990000000001,0.690303,0.693899,0.823501,0.8117990000000002,0.7713009999999999,2.004301,2.081702,1.801798,..
Finland,Nuclear,Production (PJ),11. Finland,05. Nuclear,01. Production (PJ),0,0,0,0,0,0,29.018183,35.607273,73.549093,76.603635,159.981819,183.01091,193.30909,205.821819,207.916362,207.916362,214.320002,213.316363,208.254547,209.62909,212.847274,210.10909,217.396362,211.930909,209.62909,212.465455,227.934546,238.396363,250.625453,245.225456,248.432725,243.218183,247.974547,247.81091,253.865454,249.883636,255.523636,250.450909,256.647273,248.727271,252.949089,250.767272,257.519999,257.236364,253.581819,253.123637,245.203635,248.650908,260.399998,254.083637,257.432729,276.392728,374.269093,355.625456
Finland,Nuclear,Imports (PJ),11. Finland,05. Nuclear,02. Imports (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Nuclear,Exports (PJ),11. Finland,05. Nuclear,03. Exports (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Nuclear,Total energy supply (PJ),11. Finland,05. Nuclear,04. Total energy supply (PJ),0,0,0,0,0,0,29.018183,35.607273,73.549093,76.603635,159.981819,183.01091,193.30909,205.821819,207.916362,207.916362,214.320002,213.316363,208.254547,209.62909,212.847274,210.10909,217.396362,211.930909,209.62909,212.465455,227.934546,238.396363,250.625453,245.225456,248.432725,243.218183,247.974547,247.81091,253.865454,249.883636,255.523636,250.450909,256.647273,248.727271,252.949089,250.767272,257.519999,257.236364,253.581819,253.123637,245.203635,248.650908,260.399998,254.083637,257.432729,276.392728,374.269093,355.625456
Finland,Nuclear,"Electricity, CHP and heat plants (PJ)",11. Finland,05. Nuclear,"05. Electricity, CHP and heat plants (PJ)",0,0,0,0,0,0,-29.018183,-35.607273,-73.549093,-76.603635,-159.981819,-183.01091,-193.30909,-205.821819,-207.916362,-207.916362,-214.320002,-213.316363,-208.254547,-209.62909,-212.847274,-210.10909,-217.396362,-211.930909,-209.62909,-212.465455,-227.934546,-238.396363,-250.625453,-245.225456,-248.432725,-243.218183,-247.974547,-247.81091,-253.865454,-249.883636,-255.523636,-250.450909,-256.647273,-248.727271,-252.949089,-250.767272,-257.519999,-257.236364,-253.581819,-253.123637,-245.203635,-248.650908,-260.399998,-254.083637,-257.432729,-276.392728,-374.269093,..
Finland,Nuclear,"Oil refineries, transformation (PJ)",11. Finland,05. Nuclear,"06. Oil refineries, transformation (PJ)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Finland,Nuclear,Total final consumption (PJ),11. Finland,05. Nuclear,07. Total final consumption (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Finland,Nuclear,Industry (PJ),11. Finland,05. Nuclear,08. Industry (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Finland,Nuclear,Transport (PJ),11. Finland,05. Nuclear,09. Transport (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Finland,Nuclear,Residential (PJ),11. Finland,05. Nuclear,10. Residential (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Finland,Nuclear,Commercial and public services (PJ),11. Finland,05. Nuclear,11. Commercial and public services (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Finland,Nuclear,Other final consumption (PJ),11. Finland,05. Nuclear,12. Other final consumption (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Finland,Renewables and waste,Production (PJ),11. Finland,06. Renewables and waste,01. Production (PJ),207.564198,202.723797,202.120002,207.611601,175.573198,165.733,172.074,169.491197,180.415003,182.4506,202.391804,185.204802,199.589395,208.153603,195.098801,196.778403,208.824002,214.439598,218.681396,220.329404,212.9808,222.887007,235.601599,243.138001,256.2482,264.7252,289.919002,310.502006,309.501997,327.255005,317.898197,331.5871990000001,334.629605,370.3212,346.256203,371.093803,370.6963710000001,388.521056,338.0209599999999,398.658245,388.7859549999999,423.8032700000001,424.818728,434.325828,445.867125,453.0739800000001,478.643287,482.535059,482.11118,471.373926,535.4707860000001,512.048495,525.110935,522.5811229999999
Finland,Renewables and waste,Imports (PJ),11. Finland,06. Renewables and waste,02. Imports (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031434,0.17201,0.18568,0.003998000000000001,0.035563,1.511292,5.971696,10.576368,7.128383,7.429384,11.746674,11.547781,21.133689,5.739462000000001,5.387938,6.165494,14.164514,20.417186,24.450975,26.543341,16.952722,19.923788,22.103721
Finland,Renewables and waste,Exports (PJ),11. Finland,06. Renewables and waste,03. Exports (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.014001,-1.638998,-2.143001,-2.652999,-3.27,-3.260998,-5.610999,-8.949536,-7.641521,-10.942424,-9.284638999999999,-11.092399,-14.72856,-14.908651,-2.409101,-2.181,-2.276003,-3.424702,-3.894402,-4.3574,-5.005901,-8.079105,-9.702397999999999,-5.519798
Finland,Renewables and waste,Total energy supply (PJ),11. Finland,06. Renewables and waste,04. Total energy supply (PJ),207.7812,203.248801,202.907003,206.9996,176.5942,166.828999,173.106001,170.525199,182.133002,182.213602,199.391803,189.701802,205.741396,216.071604,200.3938,201.565405,216.165999,213.198597,225.338395,230.176406,222.914799,225.577005,236.945599,242.961,256.7672,264.7252,289.919002,310.502006,309.501997,327.255005,316.8841960000001,329.975696,332.651605,367.860702,342.990206,367.863302,366.579557,385.586001,340.963321,394.861592,386.936411,424.46056,421.6374050000001,440.137094,449.172578,456.3001100000001,482.535089,493.27694,498.635998,491.4784909999999,557.0118470000001,520.885222,535.004603,538.8619470000001
Finland,Renewables and waste,"Electricity, CHP and heat plants (PJ)",11. Finland,06. Renewables and waste,"05. Electricity, CHP and heat plants (PJ)",-38.257199,-37.162799,-37.854002,-45.4716,-43.9562,-34.760999,-44.595001,-36.07619800000001,-40.095004,-37.78260000000001,-50.40680200000001,-48.372801,-49.931396,-85.759601,-83.20679700000001,-79.02840400000001,-87.681996,-86.894601,-86.68239300000002,-82.71940300000001,-88.050799,-88.947005,-88.499599,-86.47000100000001,-91.64120299999999,-94.467205,-104.559992,-119.114004,-116.203993,-138.838001,-134.039187,-140.541208,-144.693602,-172.862199,-164.348196,-168.557813,-165.27341,-186.287187,-158.602197,-188.017598,-189.450597,-214.018406,-209.834206,-209.369652,-219.903997,-225.364547,-234.486985,-236.762333,-237.060586,-248.208548,-286.496628,-283.446017,-297.884394,..
Finland,Renewables and waste,"Oil refineries, transformation (PJ)",11. Finland,06. Renewables and waste,"06. Oil refineries, transformation (PJ)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Finland,Renewables and waste,Total final consumption (PJ),11. Finland,06. Renewables and waste,07. Total final consumption (PJ),169.524001,166.086002,165.053001,161.528,132.638,132.068001,128.511,134.449,142.037998,144.431001,148.985,141.329001,155.809999,131.168998,118.544,122.537002,128.483999,126.303999,138.656001,147.457003,134.864,136.613002,148.450003,156.490999,165.125997,170.253002,185.359002,191.388006,193.298,188.416999,182.845,189.4345,187.957999,194.998498,178.641997,199.305505,200.656003,199.210092,179.638858,203.595032,199.0378,207.933909,209.971985,228.900734,227.423392,228.763833,246.206428,254.410902,259.750219,241.135439,268.403196,235.089603,234.923567,..
Finland,Renewables and waste,Industry (PJ),11. Finland,06. Renewables and waste,08. Industry (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,102.900001,87.173999,88.839002,93.905,105.235,107.120999,102.740999,90.047999,91.69699899999999,103.433998,111.473998,120.409002,123.337003,138.242999,143.672001,146.632002,142.488004,131.249,136.117,133.698998,140.276,123.873997,142.828005,143.808001,136.551996,110.155416,126.404148,129.203806,132.377016,136.696332,143.872943,146.554994,155.774566,165.220134,175.502127,179.382295,167.1229,174.393802,150.657598,151.454819,..
Finland,Renewables and waste,Transport (PJ),11. Finland,06. Renewables and waste,09. Transport (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027499,0.165002,0.192501,0,0.027499,0.055002,3.080593,5.539174,5.537504,8.261884,8.136811,9.308366,20.781374,20.767562,7.397113,16.377774,15.35856,17.970926,16.707333,28.311791,23.196467,24.057064,..
Finland,Renewables and waste,Residential (PJ),11. Finland,06. Renewables and waste,10. Residential (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,20.958999,23.654001,26.388002,27.470001,14.569001,24.835001,38.218002,38.724002,38.824004,39.128003,39.169,38.828998,42.946001,43.116001,43.606004,42.555004,39.193003,44.036996,45.33899899999999,45.79899899999999,46.13499800000001,46.337999,47.743998,48.169,50.849,53.96099,60.225142,51.591076,56.0167,52.556875,53.22552400000001,50.212221,54.633214,53.506726,52.58640900000001,51.698426,47.59988,53.646842,49.311779,47.604222,..
Finland,Renewables and waste,Commercial and public services (PJ),11. Finland,06. Renewables and waste,11. Commercial and public services (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100002,2.719996,2.946996,3.074999,3.256995,3.347003,3.278997,3.302004,3.233997,3.374004,3.668374,4.123022,3.81708,4.327966000000001,3.688939,3.788267,3.390307,3.710811,4.109868000000001,4.142206,3.972712,3.654553,4.715547,4.800849,4.517214,..
Finland,Renewables and waste,Other final consumption (PJ),11. Finland,06. Renewables and waste,12. Other final consumption (PJ),169.524001,166.086002,165.053001,161.528,132.638,132.068001,128.511,134.449,142.037998,144.431001,148.985,141.329001,155.809999,7.310002000000001,7.716,7.310002000000001,7.108998,6.499999,6.700002,6.498002,6.091998999999999,6.091998999999999,5.888002,5.848001,5.888002,3.969999,4.000002,4.110002000000001,4.011,4.016004,4.611999,4.876002000000001,5.037997000000001,5.048,5.150999,5.403999,5.389997999999999,5.354499,6.314904,7.30522,6.163954,7.075411999999999,7.721468,7.232634,6.498307,7.248142,6.991927,6.821603000000001,6.72586,6.050776,7.335211000000001,7.122906,7.290248,..
Finland,Electricity,Production (PJ),11. Finland,07. Electricity,01. Production (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Electricity,Imports (PJ),11. Finland,07. Electricity,02. Imports (PJ),9.323999,15.1884,16.401601,13.013998,14.925599,14.716799,5.014798,5.594398,8.074801,8.546402,9.971999,14.587201,19.6524,20.293202,20.286001,22.374,21.974399,28.058401,33.6132,39.625198,28.551602,32.641201,28.846801,25.815599,30.603599,19.321199,29.1708,34.4952,40.881598,43.94160100000001,42.368398,48.470399,42.7752,42.001199,64.612799,50.8248,55.508402,57.9852,55.655999,56.588399,63.561599,68.720402,63.327598,77.839202,77.252401,79.596,79.934398,81.172799,86.1768,78.3864,88.171199,69.8292,34.718398,31.3776
Finland,Electricity,Exports (PJ),11. Finland,07. Electricity,03. Exports (PJ),0,0,-0.8531989999999999,-1.709998,-0.5723980000000001,-0.262801,-1.807199,-0.997199,-5.738399,-4.1868,-1.893602,-6.2568,-2.451602,-1.519201,-3.387598,-1.771201,-1.825202,-1.472401,-1.688398,-1.310401,-2.307601,-2.422801,-1.544402,-2.267998,-0.345599,-6.1416,-1.619999,-0.9935990000000001,-0.8352,-1.173602,-6.516001,-5.540401,-25.308,-24.4692,-3.358802,-9.781198,-10.3032,-12.006001,-12.150001,-18.784798,-13.694399,-5.921997999999999,-6.753601,-13.157999,-18.439199,-11.3724,-6.404401,-9.403201,-14.0256,-24.012001,-24.206399,-24.767999,-28.511999,-19.925999
Finland,Electricity,Total energy supply (PJ),11. Finland,07. Electricity,04. Total energy supply (PJ),9.323999,15.1884,15.548402,11.304,14.3532,14.454002,3.2076,4.597199,2.336402,4.359602,8.078401,8.330401,17.200798,18.774001,16.898398,20.602799,20.149201,26.586,31.924798,38.314801,26.244001,30.218401,27.302399,23.547602,30.257999,13.179598,27.550802,33.501601,40.046399,42.767999,35.852402,42.929999,17.4672,17.531999,61.254002,41.043598,45.205202,45.979199,43.506002,37.803601,49.8672,62.798399,56.574001,64.681199,58.813198,68.2236,73.530001,71.769598,72.1512,54.374399,63.9648,45.061201,6.206399,11.451601
Finland,Electricity,"Electricity, CHP and heat plants (PJ)",11. Finland,07. Electricity,"05. Electricity, CHP and heat plants (PJ)",78.051598,83.898,93.967199,99.471602,94.21560200000002,105.317999,119.152799,128.635202,141.274799,146.689198,147.272399,148.229999,151.909199,163.033205,178.977599,177.357604,192.2472,193.960799,193.741201,195.757199,208.749598,207.810001,219.884401,236.2716,230.526,249.7428,249.033599,252.6012,250.0452,251.229599,267.5016019999999,268.9848019999999,302.6844,308.116798,253.202398,295.4556010000001,291.668402,277.531199,258.6312,289.497601,263.807999,252.449998,255.560401,244.1556,246.117601,246.614402,242.136,252.036003,246.2292,248.583596,258.782398,259.037998,292.7411990000001,..
Finland,Electricity,"Oil refineries, transformation (PJ)",11. Finland,07. Electricity,"06. Oil refineries, transformation (PJ)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Finland,Electricity,Total final consumption (PJ),11. Finland,07. Electricity,07. Total final consumption (PJ),77.752799,88.228801,97.005602,98.694,96.170398,105.3432,108.248399,117.759599,127.623599,133.8588,138.798001,140.252399,151.146,163.267201,174.668402,178.293601,190.749599,198.539999,203.885998,212.194799,212.7132,215.128799,224.161201,234.187201,234.781199,239.403598,253.771201,262.198798,267.343199,272.466,278.589601,286.862399,291.1248,299.228398,290.707201,309.7296,309.909599,297.223201,277.520401,300.618001,288.410402,290.61,287.859599,284.943602,282.589201,291.430801,291.740398,297.968401,292.715998,276.832799,295.538399,276.721199,266.961601,..
Finland,Electricity,Industry (PJ),11. Finland,07. Electricity,08. Industry (PJ),53.362801,60.170399,65.030399,65.89439999999999,60.5232,64.2672,65.318401,71.204401,78.408,82.14839900000001,84.301201,81.972001,87.3432,95.284798,98.37720200000001,99.702002,104.677201,111.481199,114.893998,117.064799,112.957201,113.990399,121.0212,127.900799,130.586401,130.143601,142.5852,146.879999,149.6772,154.432802,152.877598,157.161599,159.487199,165.999599,155.001599,169.830002,168.346798,155.527202,130.190401,145.295998,141.267602,137.393999,139.338002,137.4228,136.414799,138.610801,139.3524,142.153202,138.826802,129.920398,137.174402,125.157599,119.177999,..
Finland,Electricity,Transport (PJ),11. Finland,07. Electricity,09. Transport (PJ),0.158399,0.190801,0.212401,0.234,0.324,0.431998,0.486,0.558,0.684002,0.792,0.9540000000000001,0.9719990000000001,1.080002,1.170001,1.314002,1.223998,1.367999,1.422001,1.404002,1.529999,1.529999,1.566001,1.619999,1.728001,1.674,1.691999,1.781998,1.853999,1.872002,1.936801,2.034002,2.134799,2.2572,2.267998,2.332801,2.430002,2.6064,2.642398,2.577599,2.663998,2.628,2.6532,2.642398,2.6064,2.541601,2.548798,2.79,3.034802,3.0924,2.937601,3.337202,3.9312,4.809599,..
Finland,Electricity,Residential (PJ),11. Finland,07. Electricity,10. Residential (PJ),13.269602,15.541201,18.079201,18.4896,19.900798,23.3064,24.501602,26.575198,27.9108,29.001599,30.344398,32.342402,34.0056,37.461598,43.858798,45.089998,49.6368,47.977199,48.581999,52.556398,56.303998,57.085201,58.726799,61.13880200000001,58.525201,62.046002,62.719202,65.311199,66.419998,62.787602,67.13280100000001,68.738401,71.6868,71.229601,72.975602,74.43360000000001,74.397598,73.421998,76.845599,82.45439999999999,77.133601,80.5752,77.436001,76.5504,75.30479799999999,81.064801,81.043201,81.83160099999999,81.165602,79.344001,87.3396,81.76680100000002,79.52039900000001,..
Finland,Electricity,Commercial and public services (PJ),11. Finland,07. Electricity,11. Commercial and public services (PJ),10.098001,11.390399,12.6756,12.708001,13.874402,15.573598,16.0704,17.441999,18.532799,19.7928,21.0024,22.734002,26.4492,27.046799,28.778401,29.901598,32.583599,33.879598,35.334,37.44359900000001,38.682,39.4272,39.733201,40.467599,41.15160100000001,42.605999,43.732801,45.201601,46.386001,47.833202,50.8716,52.725599,52.8228,54.622801,55.882798,57.373198,58.320001,59.576401,62.11440200000001,64.2456,62.146799,64.285199,63.018001,62.852401,62.819999,63.522,63.071998,65.519999,64.321201,59.587199,61.747199,61.36560100000001,58.104,..
Finland,Electricity,Other final consumption (PJ),11. Finland,07. Electricity,12. Other final consumption (PJ),0.864001,0.936001,1.008001,1.367999,1.547998,1.763999,1.872002,1.980001,2.087999,2.124001,2.196002,2.232,2.267998,2.304,2.339998,2.376001,2.483999,3.779998,3.671999,3.599999,3.240001,3.059998,3.059998,2.952,2.844001,2.916002,2.952,2.952,2.988002,5.475602,5.6736,6.102001,4.870801999999999,5.108398,4.514399999999999,5.662802,6.238801,6.055201,5.7924,5.958001,5.2344,5.702401,5.425201,5.5116,5.507999,5.684402,5.482799,5.428802,5.310001000000001,5.043599,5.940002000000001,4.500002,5.349600000000001,..
Finland,Heat,Production (PJ),11. Finland,08. Heat,01. Production (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0.003802,0.003802,0.001398,3.008999,2.905798,3.300199,3.338002,3.590001,3.687398,3.553999,3.482601,6.078798,3.825601,4.127201,3.735601,4.826602,5.613,5.952801000000001,6.552602,7.787800000000001,7.6414,7.280401,7.460601,7.014401,7.877598,7.2428,8.4438,8.545799
Finland,Heat,Imports (PJ),11. Finland,08. Heat,02. Imports (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Heat,Exports (PJ),11. Finland,08. Heat,03. Exports (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,Heat,Total energy supply (PJ),11. Finland,08. Heat,04. Total energy supply (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0.003802,0.003802,0.001398,3.008999,2.905798,3.300199,3.338002,3.590001,3.687398,3.553999,3.482601,6.078798,3.825601,4.127201,3.735601,4.826602,5.613,5.952801000000001,6.552602,7.787800000000001,7.6414,7.280401,7.460601,7.014401,7.877598,7.2428,8.4438,8.545799
Finland,Heat,"Electricity, CHP and heat plants (PJ)",11. Finland,08. Heat,"05. Electricity, CHP and heat plants (PJ)",19.469001,22.525001,26.470997,25.294004,29.682,37.814001,40.575003,46.826,47.854998,52.704004,56.664,60.799998,65.49400299999999,70.55999800000001,85.774,82.81100099999999,92.429999,87.242001,82.116002,86.831996,91.799999,92.042,95.51199900000002,96.695997,97.704002,124.393002,123.231997,115.525999,124.152001,147.35,158.519998,177.433,185.015998,181.925997,175.510003,187.851003,183.938002,182.719999,184.263002,206.240001,183.527,194.075999,182.092,177.845998,169.497001,186.601999,183.765004,180.772998,176.424999,162.540996,184.175005,175.278004,168.695997,..
Finland,Heat,"Oil refineries, transformation (PJ)",11. Finland,08. Heat,"06. Oil refineries, transformation (PJ)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Finland,Heat,Total final consumption (PJ),11. Finland,08. Heat,07. Total final consumption (PJ),18.510998,21.379999,25.297001,23.634,27.67,35.416999,37.501,42.610001,43.906,47.94099900000001,51.304001,54.489,58.254001,62.89199900000001,78.142,75.795001,84.982,80.056,75.06,80.171999,84.56399800000001,84.852,88.20399800000001,91.188002,89.02799800000001,115.145001,113.018998,106.080001,115.086001,136.843,147.119999,164.561002,170.285002,166.669001,160.996,171.934999,168.728999,167.472,170.253999,190.674999,170.055,179.707998,170.633001,166.748002,160.375001,172.231998,168.805002,168.014999,164.309999,151.93,172.881999,164.305,162.992999,..
Finland,Heat,Industry (PJ),11. Finland,08. Heat,08. Industry (PJ),2.358002,2.635,3.280002,3.024,3.323,4.201002000000001,4.399,4.780999,4.949999,5.011001,4.896002,5.029,5.266999,5.785002,7.635999,6.947999,8.082002000000001,7.502,6.984001,7.308001,7.56,7.595998,8.424001,8.676,9.216001,26.153001,26.151,14.964,26.926002,51.571001,52.556,67.384,68.639999,68.11399800000001,64.476,72.679,63.64999900000001,63.157999,55.77199900000001,65.834001,63.551002,62.933001,59.122,52.873,52.978,54.876999,52.805998,53.267999,51.871999,49.241001,52.862001,52.611999,49.852002,..
Finland,Heat,Transport (PJ),11. Finland,08. Heat,09. Transport (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Finland,Heat,Residential (PJ),11. Finland,08. Heat,10. Residential (PJ),0,14.108,16.016001,14.454002,16.989,21.377001,22.481998,25.427002,25.978001,28.256001,30.581999,33.296,34.65400099999999,37.115999,45.288,43.649998,48.683001,45.92199900000001,42.732001,45.07199900000001,46.907999,46.97999900000001,49.859998,50.544,49.572001,55.548001,53.856002,56.124,55.404,53.532002,58.355999,59.760001,63.504001,61.344001,59.904002,61.524,62.316,61.830001,65.56999800000001,72.882002,63.212001,69.522999,66.917001,65.83699899999999,64.714999,70.539001,69.515999,67.413999,66.659998,61.135,70.87700199999999,66.19,66.917001,..
Finland,Heat,Commercial and public services (PJ),11. Finland,08. Heat,11. Commercial and public services (PJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,31.401,35.82499900000001,37.023998,37.735,36.798999,36.175999,37.274,36.97700099999999,37.711998,42.960001,47.016001,41.287998,44.44299900000001,42.336001,41.975999,36.936,41.26999900000001,42.846999,45.302001,43.824002,39.895,47.034,43.382001,43.867,..
Finland,Heat,Other final consumption (PJ),11. Finland,08. Heat,12. Other final consumption (PJ),16.153001,4.636997999999999,6.000999,6.155999,7.358000000000001,9.839001,10.619998,12.402001,12.978,14.674001,15.825999,16.164,18.333001,19.990999,25.218001,25.197,28.217001,26.632,25.343998,27.791999,30.096,30.275998,29.919999,31.968002,30.24,33.44399900000001,33.012001,34.992002,32.755999,0.339001,0.383,0.392998,0.405998,0.412002,0.439999,0.457998,5.785997999999999,4.772001,5.952001,4.942998999999999,2.004,2.808999,2.258,6.062001,5.745997999999999,5.545998,3.636001,2.031,1.954001,1.658999,2.109,2.120999,2.357001,..
